ticker,exchange_cd,date,sentiment,sentiment_high,sentiment_low,news_volume,news_buzz,name
AAPL,CI,2018-07-12,0.0,0.0,0.0,0,0.0,APPLE INC
AAPL,MM,2013-01-01,0.706,2.306,-1.894,17,5.0,APPLE INC
AAPL,MM,2013-01-02,0.229,2.186,-2.729,35,10.0,APPLE INC
AAPL,MM,2013-01-03,0.583,2.265,-2.098,24,6.0,APPLE INC
AAPL,MM,2013-01-04,1.0,3.368,-2.368,56,10.0,APPLE INC
AAPL,MM,2013-01-05,3.0,4.265,1.735,5,5.0,APPLE INC
AAPL,MM,2013-01-06,1.778,3.528,0.028,9,5.0,APPLE INC
AAPL,MM,2013-01-07,0.27,2.887,-3.346,37,9.0,APPLE INC
AAPL,MM,2013-01-08,1.116,3.36,-2.127,43,7.0,APPLE INC
AAPL,MM,2013-01-09,0.417,2.604,-2.771,48,8.0,APPLE INC
AAPL,MM,2013-01-10,1.426,3.72,-1.869,47,8.0,APPLE INC
AAPL,MM,2013-01-11,0.452,2.294,-2.389,42,7.0,APPLE INC
AAPL,MM,2013-01-12,1.833,3.047,0.62,6,5.0,APPLE INC
AAPL,MM,2013-01-13,0.5,1.366,-1.366,4,5.0,APPLE INC
AAPL,MM,2013-01-14,-1.489,1.727,-3.704,88,10.0,APPLE INC
AAPL,MM,2013-01-15,0.159,2.249,-2.93,69,7.0,APPLE INC
AAPL,MM,2013-01-16,0.122,1.687,-2.443,41,4.0,APPLE INC
AAPL,MM,2013-01-17,1.17,3.139,-1.799,53,6.0,APPLE INC
AAPL,MM,2013-01-18,0.471,2.749,-2.808,34,3.0,APPLE INC
AAPL,MM,2013-01-19,0.143,2.242,-2.957,7,2.0,APPLE INC
AAPL,MM,2013-01-20,0.333,0.805,-1.138,3,2.0,APPLE INC
AAPL,MM,2013-01-21,0.2,2.19,-2.79,10,2.0,APPLE INC
AAPL,MM,2013-01-22,0.623,2.577,-2.332,53,7.0,APPLE INC
AAPL,MM,2013-01-23,0.577,2.966,-2.812,78,10.0,APPLE INC
AAPL,MM,2013-01-24,0.09,2.691,-3.511,155,10.0,APPLE INC
AAPL,MM,2013-01-25,1.173,3.394,-2.048,81,5.0,APPLE INC
AAPL,MM,2013-01-26,0.222,2.371,-2.927,9,3.0,APPLE INC
AAPL,MM,2013-01-27,-2.5,-2.0,-3.0,2,2.0,APPLE INC
AAPL,MM,2013-01-28,1.235,3.575,-2.104,34,2.0,APPLE INC
AAPL,MM,2013-01-29,0.925,2.705,-1.855,40,2.0,APPLE INC
AAPL,MM,2013-01-30,1.129,3.735,-2.477,62,4.0,APPLE INC
AAPL,MM,2013-01-31,0.512,2.798,-2.775,43,2.0,APPLE INC
AAPL,MM,2013-02-01,1.806,3.845,-1.232,31,3.0,APPLE INC
AAPL,MM,2013-02-02,0.1,2.648,-3.448,10,4.0,APPLE INC
AAPL,MM,2013-02-03,1.8,3.739,-1.139,5,4.0,APPLE INC
AAPL,MM,2013-02-04,-1.348,1.665,-3.361,23,6.0,APPLE INC
AAPL,MM,2013-02-05,0.5,2.486,-2.486,26,4.0,APPLE INC
AAPL,MM,2013-02-06,0.929,3.147,-2.29,28,4.0,APPLE INC
AAPL,MM,2013-02-07,0.286,2.632,-3.06,77,10.0,APPLE INC
AAPL,MM,2013-02-08,0.542,2.768,-2.685,48,6.0,APPLE INC
AAPL,MM,2013-02-09,0.056,2.538,-3.427,18,5.0,APPLE INC
AAPL,MM,2013-02-10,0.25,3.023,-3.523,4,4.0,APPLE INC
AAPL,MM,2013-02-11,0.385,2.096,-2.327,26,6.0,APPLE INC
AAPL,MM,2013-02-12,-1.5,0.618,-2.618,4,0.0,APPLE INC
AAPL,MM,2013-02-13,0.0,0.0,0.0,0,0.0,APPLE INC
AAPL,MM,2013-02-14,0.0,0.0,0.0,0,0.0,APPLE INC
AAPL,MM,2013-02-15,0.0,0.0,0.0,0,0.0,APPLE INC
AAPL,MM,2013-02-16,0.0,0.0,0.0,0,0.0,APPLE INC
AAPL,MM,2013-02-17,0.0,0.0,0.0,0,0.0,APPLE INC
AAPL,MM,2013-02-18,0.231,2.158,-2.697,26,10.0,APPLE INC
AAPL,MM,2013-02-19,1.111,3.145,-1.923,54,10.0,APPLE INC
AAPL,MM,2013-02-20,-1.279,2.041,-3.598,61,10.0,APPLE INC
AAPL,MM,2013-02-21,0.25,2.281,-2.781,64,10.0,APPLE INC
AAPL,MM,2013-02-22,0.45,2.652,-2.752,40,6.0,APPLE INC
AAPL,MM,2013-02-23,0.05,1.96,-2.86,20,6.0,APPLE INC
AAPL,MM,2013-02-24,1.2,2.881,-1.481,15,7.0,APPLE INC
AAPL,MM,2013-02-25,1.457,3.486,-1.573,46,10.0,APPLE INC
AAPL,MM,2013-02-26,0.463,2.326,-2.4,54,8.0,APPLE INC
AAPL,MM,2013-02-27,0.311,2.364,-2.742,45,7.0,APPLE INC
AAPL,MM,2013-02-28,0.204,2.451,-3.044,54,8.0,APPLE INC
AAPL,MM,2013-03-01,0.174,2.283,-2.935,46,8.0,APPLE INC
AAPL,MM,2013-03-02,1.0,3.029,-2.029,17,7.0,APPLE INC
AAPL,MM,2013-03-03,3.0,5.0,1.0,2,6.0,APPLE INC
AAPL,MM,2013-03-04,-1.125,1.536,-2.786,40,10.0,APPLE INC
AAPL,MM,2013-03-05,1.625,3.609,-1.359,40,7.0,APPLE INC
AAPL,MM,2013-03-06,1.192,3.043,-1.658,52,9.0,APPLE INC
AAPL,MM,2013-03-07,0.88,2.805,-2.045,50,9.0,APPLE INC
AAPL,MM,2013-03-08,1.121,2.992,-1.75,33,6.0,APPLE INC
AAPL,MM,2013-03-09,0.6,2.815,-2.615,15,6.0,APPLE INC
AAPL,MM,2013-03-10,-1.0,-1.0,-1.0,2,5.0,APPLE INC
AAPL,MM,2013-03-11,0.957,3.25,-2.337,23,7.0,APPLE INC
AAPL,MM,2013-03-12,1.2,3.223,-1.823,30,5.0,APPLE INC
AAPL,MM,2013-03-13,1.0,3.14,-2.14,31,5.0,APPLE INC
AAPL,MM,2013-03-14,0.263,2.151,-2.624,57,10.0,APPLE INC
AAPL,MM,2013-03-15,1.067,3.147,-2.014,45,7.0,APPLE INC
AAPL,MM,2013-03-16,1.0,3.098,-2.098,5,4.0,APPLE INC
AAPL,MM,2013-03-17,0.0,0.0,0.0,0,0.0,APPLE INC
AAPL,MM,2013-03-18,0.576,2.925,-2.773,33,6.0,APPLE INC
AAPL,MM,2013-03-19,0.6,2.918,-2.718,30,5.0,APPLE INC
AAPL,MM,2013-03-20,1.04,3.64,-2.56,25,4.0,APPLE INC
AAPL,MM,2013-03-21,0.278,2.158,-2.602,18,3.0,APPLE INC
AAPL,MM,2013-03-22,0.423,2.368,-2.522,26,5.0,APPLE INC
AAPL,MM,2013-03-23,-2.0,-2.0,-2.0,1,4.0,APPLE INC
AAPL,MM,2013-03-24,1.0,2.414,-1.414,3,3.0,APPLE INC
AAPL,MM,2013-03-25,0.778,3.076,-2.521,36,10.0,APPLE INC
AAPL,MM,2013-03-26,0.513,2.887,-2.861,39,10.0,APPLE INC
AAPL,MM,2013-03-27,0.97,2.684,-1.745,33,8.0,APPLE INC
AAPL,MM,2013-03-28,1.182,3.334,-1.971,33,8.0,APPLE INC
AAPL,MM,2013-03-29,1.063,3.108,-1.983,16,4.0,APPLE INC
AAPL,MM,2013-03-30,2.5,3.0,2.0,2,2.0,APPLE INC
AAPL,MM,2013-03-31,3.0,3.0,3.0,1,2.0,APPLE INC
AAPL,MM,2013-04-01,-1.143,1.703,-2.989,28,7.0,APPLE INC
AAPL,MM,2013-04-02,0.733,2.803,-2.337,45,10.0,APPLE INC
AAPL,MM,2013-04-03,1.174,3.273,-1.925,23,5.0,APPLE INC
AAPL,MM,2013-04-04,1.974,4.215,-1.268,38,8.0,APPLE INC
AAPL,MM,2013-04-05,1.04,3.497,-2.417,25,5.0,APPLE INC
AAPL,MM,2013-04-06,-1.375,2.171,-3.921,8,4.0,APPLE INC
AAPL,MM,2013-04-07,0.667,1.138,0.195,3,4.0,APPLE INC
AAPL,MM,2013-04-08,1.083,3.261,-2.095,24,7.0,APPLE INC
AAPL,MM,2013-04-09,0.537,2.501,-2.428,41,9.0,APPLE INC
AAPL,MM,2013-04-10,0.553,2.689,-2.583,38,9.0,APPLE INC
AAPL,MM,2013-04-11,0.535,2.585,-2.515,43,10.0,APPLE INC
AAPL,MM,2013-04-12,0.435,2.638,-2.768,23,5.0,APPLE INC
AAPL,MM,2013-04-13,3.25,4.34,2.16,4,3.0,APPLE INC
AAPL,MM,2013-04-14,1.0,2.414,-1.414,5,3.0,APPLE INC
AAPL,MM,2013-04-15,0.1,2.195,-2.995,40,10.0,APPLE INC
AAPL,MM,2013-04-16,1.219,3.626,-2.189,32,7.0,APPLE INC
AAPL,MM,2013-04-17,-1.215,1.517,-2.947,65,10.0,APPLE INC
AAPL,MM,2013-04-18,-1.01,2.424,-3.445,97,10.0,APPLE INC
AAPL,MM,2013-04-19,0.233,1.94,-2.473,30,3.0,APPLE INC
AAPL,MM,2013-04-20,-1.167,1.697,-3.03,6,2.0,APPLE INC
AAPL,MM,2013-04-21,-1.4,1.8,-3.6,10,2.0,APPLE INC
AAPL,MM,2013-04-22,0.721,2.813,-2.372,68,8.0,APPLE INC
AAPL,MM,2013-04-23,0.436,2.745,-2.874,101,10.0,APPLE INC
AAPL,MM,2013-04-24,0.695,2.886,-2.497,203,10.0,APPLE INC
AAPL,MM,2013-04-25,0.921,3.191,-2.349,63,3.0,APPLE INC
AAPL,MM,2013-04-26,0.785,2.685,-2.115,93,4.0,APPLE INC
AAPL,MM,2013-04-27,-1.154,1.721,-3.029,13,2.0,APPLE INC
AAPL,MM,2013-04-28,0.727,2.082,-1.627,11,2.0,APPLE INC
AAPL,MM,2013-04-29,0.987,3.01,-2.036,75,4.0,APPLE INC
AAPL,MM,2013-04-30,0.675,2.805,-2.454,114,5.0,APPLE INC
AAPL,MM,2013-05-01,0.632,2.841,-2.577,68,3.0,APPLE INC
AAPL,MM,2013-05-02,1.69,3.639,-1.26,58,5.0,APPLE INC
AAPL,MM,2013-05-03,0.929,3.099,-2.241,56,4.0,APPLE INC
AAPL,MM,2013-05-04,1.6,4.138,-1.938,10,3.0,APPLE INC
AAPL,MM,2013-05-05,-2.0,-1.184,-2.816,3,2.0,APPLE INC
AAPL,MM,2013-05-06,1.289,3.526,-1.948,45,5.0,APPLE INC
AAPL,MM,2013-05-07,1.088,3.316,-2.139,68,5.0,APPLE INC
AAPL,MM,2013-05-08,1.367,3.654,-1.921,60,8.0,APPLE INC
AAPL,MM,2013-05-09,0.636,2.572,-2.299,66,9.0,APPLE INC
AAPL,MM,2013-05-10,0.711,2.379,-1.958,38,5.0,APPLE INC
AAPL,MM,2013-05-11,1.056,2.803,-1.692,18,5.0,APPLE INC
AAPL,MM,2013-05-12,-1.5,1.0,-3.0,2,4.0,APPLE INC
AAPL,MM,2013-05-13,1.0,2.715,-1.715,34,7.0,APPLE INC
AAPL,MM,2013-05-14,1.164,3.316,-1.987,73,10.0,APPLE INC
AAPL,MM,2013-05-15,0.45,2.675,-2.774,111,10.0,APPLE INC
AAPL,MM,2013-05-16,0.592,2.509,-2.326,71,6.0,APPLE INC
AAPL,MM,2013-05-17,0.206,2.143,-2.73,63,5.0,APPLE INC
AAPL,MM,2013-05-18,0.867,2.275,-1.541,15,4.0,APPLE INC
AAPL,MM,2013-05-19,2.75,3.183,2.317,4,3.0,APPLE INC
AAPL,MM,2013-05-20,0.481,2.86,-2.897,54,6.0,APPLE INC
AAPL,MM,2013-05-21,0.27,2.095,-2.554,159,10.0,APPLE INC
AAPL,MM,2013-05-22,0.584,2.382,-2.214,113,7.0,APPLE INC
AAPL,MM,2013-05-23,0.46,2.576,-2.656,87,5.0,APPLE INC
AAPL,MM,2013-05-24,0.574,2.88,-2.732,54,3.0,APPLE INC
AAPL,MM,2013-05-25,0.2,0.948,-1.548,5,2.0,APPLE INC
AAPL,MM,2013-05-26,-1.0,3.0,-4.0,2,1.0,APPLE INC
AAPL,MM,2013-05-27,-2.4,0.097,-3.897,25,2.0,APPLE INC
AAPL,MM,2013-05-28,0.4,2.554,-2.754,35,2.0,APPLE INC
AAPL,MM,2013-05-29,-1.507,1.393,-3.408,69,6.0,APPLE INC
AAPL,MM,2013-05-30,1.115,3.083,-1.853,87,10.0,APPLE INC
AAPL,MM,2013-05-31,-1.065,1.712,-2.841,62,7.0,APPLE INC
AAPL,MM,2013-06-01,0.286,1.864,-2.292,21,5.0,APPLE INC
AAPL,MM,2013-06-02,-1.727,0.693,-3.147,22,7.0,APPLE INC
AAPL,MM,2013-06-03,-1.152,1.763,-3.066,99,10.0,APPLE INC
AAPL,MM,2013-06-04,0.427,2.737,-2.884,75,7.0,APPLE INC
AAPL,MM,2013-06-05,-1.515,1.766,-3.795,103,10.0,APPLE INC
AAPL,MM,2013-06-06,-1.083,1.877,-3.044,60,5.0,APPLE INC
AAPL,MM,2013-06-07,0.326,2.443,-2.791,92,8.0,APPLE INC
AAPL,MM,2013-06-08,0.043,1.824,-2.738,23,6.0,APPLE INC
AAPL,MM,2013-06-09,1.2,2.825,-1.425,25,7.0,APPLE INC
AAPL,MM,2013-06-10,1.576,3.493,-1.341,144,10.0,APPLE INC
AAPL,MM,2013-06-11,0.678,2.527,-2.171,115,7.0,APPLE INC
AAPL,MM,2013-06-12,0.848,3.106,-2.409,33,2.0,APPLE INC
AAPL,MM,2013-06-13,1.169,3.271,-1.933,65,4.0,APPLE INC
AAPL,MM,2013-06-14,0.821,2.722,-2.079,56,3.0,APPLE INC
AAPL,MM,2013-06-15,1.0,3.0,-2.0,2,2.0,APPLE INC
AAPL,MM,2013-06-16,1.0,1.0,1.0,1,1.0,APPLE INC
AAPL,MM,2013-06-17,0.962,3.009,-2.086,52,3.0,APPLE INC
AAPL,MM,2013-06-18,0.949,3.334,-2.437,39,3.0,APPLE INC
AAPL,MM,2013-06-19,0.321,2.375,-2.733,53,8.0,APPLE INC
AAPL,MM,2013-06-20,0.786,2.511,-1.94,42,6.0,APPLE INC
AAPL,MM,2013-06-21,-1.471,1.933,-3.874,51,9.0,APPLE INC
AAPL,MM,2013-06-22,1.813,3.788,-1.163,16,7.0,APPLE INC
AAPL,MM,2013-06-23,-1.0,-1.0,-1.0,2,6.0,APPLE INC
AAPL,MM,2013-06-24,0.238,2.762,-3.286,42,10.0,APPLE INC
AAPL,MM,2013-06-25,0.071,2.123,-2.98,56,10.0,APPLE INC
AAPL,MM,2013-06-26,0.745,2.674,-2.185,47,8.0,APPLE INC
AAPL,MM,2013-06-27,0.704,2.682,-2.274,54,9.0,APPLE INC
AAPL,MM,2013-06-28,0.385,2.247,-2.477,52,9.0,APPLE INC
AAPL,MM,2013-06-29,-1.444,1.196,-3.085,9,6.0,APPLE INC
AAPL,MM,2013-06-30,-1.8,0.67,-3.27,5,5.0,APPLE INC
AAPL,MM,2013-07-01,1.424,3.254,-1.407,85,10.0,APPLE INC
AAPL,MM,2013-07-02,1.183,3.288,-1.922,71,8.0,APPLE INC
AAPL,MM,2013-07-03,1.582,3.613,-1.449,67,7.0,APPLE INC
AAPL,MM,2013-07-04,1.2,3.173,-1.773,30,3.0,APPLE INC
AAPL,MM,2013-07-05,-1.729,1.393,-3.851,59,6.0,APPLE INC
AAPL,MM,2013-07-06,-1.111,0.455,-1.678,9,4.0,APPLE INC
AAPL,MM,2013-07-07,-1.0,1.673,-2.673,5,4.0,APPLE INC
AAPL,MM,2013-07-08,1.083,2.688,-1.522,24,4.0,APPLE INC
AAPL,MM,2013-07-09,0.711,2.642,-2.221,38,5.0,APPLE INC
AAPL,MM,2013-07-10,-1.567,1.08,-3.214,90,10.0,APPLE INC
AAPL,MM,2013-07-11,0.925,3.045,-2.195,80,8.0,APPLE INC
AAPL,MM,2013-07-12,1.345,3.075,-1.384,55,6.0,APPLE INC
AAPL,MM,2013-07-13,1.545,4.254,-2.164,11,4.0,APPLE INC
AAPL,MM,2013-07-14,2.2,3.8,0.6,5,3.0,APPLE INC
AAPL,MM,2013-07-15,0.159,1.926,-2.607,69,9.0,APPLE INC
AAPL,MM,2013-07-16,0.533,2.241,-2.174,30,3.0,APPLE INC
AAPL,MM,2013-07-17,1.432,3.329,-1.464,37,4.0,APPLE INC
AAPL,MM,2013-07-18,0.873,2.971,-2.225,55,6.0,APPLE INC
AAPL,MM,2013-07-19,0.083,2.175,-3.009,60,8.0,APPLE INC
AAPL,MM,2013-07-20,1.621,4.076,-1.835,29,8.0,APPLE INC
AAPL,MM,2013-07-21,-1.842,1.165,-3.849,19,9.0,APPLE INC
AAPL,MM,2013-07-22,0.493,2.372,-2.387,67,10.0,APPLE INC
AAPL,MM,2013-07-23,1.081,3.164,-2.001,160,10.0,APPLE INC
AAPL,MM,2013-07-24,0.864,3.073,-2.345,176,10.0,APPLE INC
AAPL,MM,2013-07-25,0.8,2.822,-2.222,55,3.0,APPLE INC
AAPL,MM,2013-07-26,0.787,2.836,-2.263,61,3.0,APPLE INC
AAPL,MM,2013-07-27,-1.125,1.144,-2.394,8,2.0,APPLE INC
AAPL,MM,2013-07-28,1.667,3.878,-1.544,6,1.0,APPLE INC
AAPL,MM,2013-07-29,-1.544,1.576,-3.664,57,4.0,APPLE INC
AAPL,MM,2013-07-30,0.145,2.103,-2.813,69,3.0,APPLE INC
AAPL,MM,2013-07-31,-1.279,1.355,-2.914,68,3.0,APPLE INC
AAPL,MM,2013-08-01,0.403,2.689,-2.883,67,9.0,APPLE INC
AAPL,MM,2013-08-02,-1.09,2.214,-3.393,67,9.0,APPLE INC
AAPL,MM,2013-08-03,-2.639,-1.721,-3.556,36,10.0,APPLE INC
AAPL,MM,2013-08-04,-1.875,1.291,-4.041,24,10.0,APPLE INC
AAPL,MM,2013-08-05,-1.351,1.415,-3.118,74,10.0,APPLE INC
AAPL,MM,2013-08-06,-1.646,1.116,-3.408,48,6.0,APPLE INC
AAPL,MM,2013-08-07,-1.064,1.831,-2.959,47,6.0,APPLE INC
AAPL,MM,2013-08-08,0.22,2.499,-3.06,82,10.0,APPLE INC
AAPL,MM,2013-08-09,-1.208,1.865,-3.28,77,9.0,APPLE INC
AAPL,MM,2013-08-10,-1.339,1.536,-3.213,62,10.0,APPLE INC
AAPL,MM,2013-08-11,-1.462,1.185,-3.108,13,10.0,APPLE INC
AAPL,MM,2013-08-12,0.238,2.03,-2.554,105,10.0,APPLE INC
AAPL,MM,2013-08-13,0.664,2.541,-2.213,140,10.0,APPLE INC
AAPL,MM,2013-08-14,0.55,2.477,-2.376,149,10.0,APPLE INC
AAPL,MM,2013-08-15,1.02,3.238,-2.198,100,6.0,APPLE INC
AAPL,MM,2013-08-16,0.85,3.013,-2.313,40,2.0,APPLE INC
AAPL,MM,2013-08-17,0.688,2.998,-2.623,16,2.0,APPLE INC
AAPL,MM,2013-08-18,1.154,3.109,-1.801,13,2.0,APPLE INC
AAPL,MM,2013-08-19,1.351,3.632,-1.929,37,4.0,APPLE INC
AAPL,MM,2013-08-20,-1.184,2.142,-3.511,38,2.0,APPLE INC
AAPL,MM,2013-08-21,0.476,2.693,-2.741,42,2.0,APPLE INC
AAPL,MM,2013-08-22,0.852,3.482,-2.777,61,6.0,APPLE INC
AAPL,MM,2013-08-23,-1.156,1.569,-2.881,45,7.0,APPLE INC
AAPL,MM,2013-08-24,-1.104,2.334,-3.543,67,10.0,APPLE INC
AAPL,MM,2013-08-25,-1.278,1.511,-3.067,18,10.0,APPLE INC
AAPL,MM,2013-08-26,0.868,2.804,-2.067,38,10.0,APPLE INC
AAPL,MM,2013-08-27,-1.203,1.557,-2.964,64,9.0,APPLE INC
AAPL,MM,2013-08-28,0.78,2.995,-2.434,41,6.0,APPLE INC
AAPL,MM,2013-08-29,1.182,3.451,-2.087,44,6.0,APPLE INC
AAPL,MM,2013-08-30,0.632,2.072,-1.809,38,5.0,APPLE INC
AAPL,MM,2013-08-31,1.556,2.978,0.133,9,4.0,APPLE INC
AAPL,MM,2013-09-01,2.143,3.268,1.018,7,4.0,APPLE INC
AAPL,MM,2013-09-02,1.308,3.8,-2.185,13,4.0,APPLE INC
AAPL,MM,2013-09-03,0.901,2.624,-1.822,141,10.0,APPLE INC
AAPL,MM,2013-09-04,0.871,2.701,-1.96,139,9.0,APPLE INC
AAPL,MM,2013-09-05,1.395,3.411,-1.621,114,8.0,APPLE INC
AAPL,MM,2013-09-06,0.83,2.69,-2.03,94,6.0,APPLE INC
AAPL,MM,2013-09-07,-1.25,1.464,-2.964,24,5.0,APPLE INC
AAPL,MM,2013-09-08,0.529,2.049,-1.99,34,6.0,APPLE INC
AAPL,MM,2013-09-09,1.73,3.803,-1.343,100,10.0,APPLE INC
AAPL,MM,2013-09-10,1.27,3.236,-1.695,222,10.0,APPLE INC
AAPL,MM,2013-09-11,0.347,2.389,-2.695,245,10.0,APPLE INC
AAPL,MM,2013-09-12,0.592,2.986,-2.802,125,5.0,APPLE INC
AAPL,MM,2013-09-13,0.764,2.912,-2.385,55,2.0,APPLE INC
AAPL,MM,2013-09-14,1.7,3.702,-1.302,10,1.0,APPLE INC
AAPL,MM,2013-09-15,0.875,2.239,-1.489,8,1.0,APPLE INC
AAPL,MM,2013-09-16,0.756,2.886,-2.375,45,2.0,APPLE INC
AAPL,MM,2013-09-17,1.238,3.404,-1.927,63,2.0,APPLE INC
AAPL,MM,2013-09-18,0.876,2.752,-1.999,105,4.0,APPLE INC
AAPL,MM,2013-09-19,0.422,2.13,-2.287,83,6.0,APPLE INC
AAPL,MM,2013-09-20,0.375,2.624,-2.874,136,10.0,APPLE INC
AAPL,MM,2013-09-21,-1.348,1.554,-3.25,23,6.0,APPLE INC
AAPL,MM,2013-09-22,-1.067,1.544,-2.678,15,6.0,APPLE INC
AAPL,MM,2013-09-23,0.386,2.377,-2.604,189,10.0,APPLE INC
AAPL,MM,2013-09-24,0.345,2.597,-2.907,116,6.0,APPLE INC
AAPL,MM,2013-09-25,1.25,3.041,-1.541,92,4.0,APPLE INC
AAPL,MM,2013-09-26,0.792,2.852,-2.267,53,2.0,APPLE INC
AAPL,MM,2013-09-27,0.424,2.688,-2.839,66,3.0,APPLE INC
AAPL,MM,2013-09-28,-1.176,2.156,-3.509,17,2.0,APPLE INC
AAPL,MM,2013-09-29,1.143,3.102,-1.816,7,2.0,APPLE INC
AAPL,MM,2013-09-30,0.516,2.729,-2.696,31,2.0,APPLE INC
AAPL,MM,2013-10-01,0.809,2.847,-2.229,89,7.0,APPLE INC
AAPL,MM,2013-10-02,0.579,2.484,-2.327,121,10.0,APPLE INC
AAPL,MM,2013-10-03,0.397,2.859,-3.065,68,5.0,APPLE INC
AAPL,MM,2013-10-04,0.573,2.734,-2.588,89,7.0,APPLE INC
AAPL,MM,2013-10-05,-1.053,1.852,-2.958,19,5.0,APPLE INC
AAPL,MM,2013-10-06,-1.333,1.366,-3.033,3,4.0,APPLE INC
AAPL,MM,2013-10-07,0.255,2.513,-3.004,55,6.0,APPLE INC
AAPL,MM,2013-10-08,-1.29,1.83,-3.411,62,5.0,APPLE INC
AAPL,MM,2013-10-09,0.915,2.964,-2.135,82,6.0,APPLE INC
AAPL,MM,2013-10-10,0.588,2.619,-2.443,34,3.0,APPLE INC
AAPL,MM,2013-10-11,0.963,3.08,-2.154,27,3.0,APPLE INC
AAPL,MM,2013-10-12,1.0,2.907,-1.907,11,3.0,APPLE INC
AAPL,MM,2013-10-13,3.0,4.414,1.586,4,2.0,APPLE INC
AAPL,MM,2013-10-14,1.316,3.153,-1.521,19,4.0,APPLE INC
AAPL,MM,2013-10-15,1.391,3.675,-1.893,133,10.0,APPLE INC
AAPL,MM,2013-10-16,0.071,2.004,-2.862,85,6.0,APPLE INC
AAPL,MM,2013-10-17,0.667,3.051,-2.717,78,5.0,APPLE INC
AAPL,MM,2013-10-18,1.37,3.489,-1.75,46,3.0,APPLE INC
AAPL,MM,2013-10-19,2.45,4.077,0.823,20,3.0,APPLE INC
AAPL,MM,2013-10-20,3.0,3.816,2.184,3,2.0,APPLE INC
AAPL,MM,2013-10-21,0.644,2.754,-2.465,90,8.0,APPLE INC
AAPL,MM,2013-10-22,1.462,3.401,-1.478,169,10.0,APPLE INC
AAPL,MM,2013-10-23,0.89,2.945,-2.164,146,8.0,APPLE INC
AAPL,MM,2013-10-24,0.558,2.64,-2.525,156,9.0,APPLE INC
AAPL,MM,2013-10-25,1.631,3.939,-1.677,84,4.0,APPLE INC
AAPL,MM,2013-10-26,2.24,3.796,0.684,25,3.0,APPLE INC
AAPL,MM,2013-10-27,1.25,2.449,0.051,8,3.0,APPLE INC
AAPL,MM,2013-10-28,0.873,3.048,-2.302,142,10.0,APPLE INC
AAPL,MM,2013-10-29,0.226,2.307,-2.856,164,9.0,APPLE INC
AAPL,MM,2013-10-30,0.635,2.857,-2.587,85,5.0,APPLE INC
AAPL,MM,2013-10-31,0.395,2.669,-2.878,43,2.0,APPLE INC
AAPL,MM,2013-11-01,0.481,2.674,-2.711,54,3.0,APPLE INC
AAPL,MM,2013-11-02,2.182,3.878,0.486,11,2.0,APPLE INC
AAPL,MM,2013-11-03,1.0,3.049,-2.049,10,2.0,APPLE INC
AAPL,MM,2013-11-04,0.75,3.006,-2.506,40,3.0,APPLE INC
